Date,Customer_ID,Transaction_ID,SKU_Category,SKU,Quantity,Sales_Amount,Unit_price,Avg_price,price_range,unique_prices
14/02/2016,2293,7311,PA3,DJMIH,1.0,16.12,16.12,16.12,10.059999999999999,19
15/02/2016,5987,7362,R6E,DUV2Y,1.0,8.0,8.0,7.9036842105263165,4.070000000000001,18
15/02/2016,3941,7367,0H2,CZUZX,1.0,6.35,6.35,6.955499999999999,6.535,13
15/02/2016,5949,7387,Z4O,GID11,1.0,30.06,30.06,30.06,5.830000000000002,5
15/02/2016,275,7411,0H2,LQ555,1.0,8.46,8.46,6.955499999999999,8.440000000000001,7
15/02/2016,491,7418,Q4N,EGB8E,3.0,24.75,8.25,12.585,5.01,11
15/02/2016,504,7424,FEW,F79YP,2.0,28.5,14.25,13.319999999999999,4.029999999999999,8
15/02/2016,6452,7426,FEW,F79YP,1.0,14.25,14.25,13.319999999999999,4.029999999999999,8
15/02/2016,7200,7430,0H2,CZUZX,1.0,6.35,6.35,6.955499999999999,6.535,13
15/02/2016,7200,7430,C8Z,ERTYE,1.0,13.68,13.68,13.1625,10.516666666666666,23
15/02/2016,3255,7431,C8Z,8KNYA,1.0,22.18,22.18,13.1625,4.814999999999998,7
15/02/2016,6028,7432,0H2,CZUZX,1.0,6.35,6.35,6.955499999999999,6.535,13
15/02/2016,169,7444,Q4N,PZOUM,1.0,8.62,8.62,12.585,6.815000000000001,6
15/02/2016,1259,7460,29A,PO1N6,1.0,6.55,6.55,7.617142857142857,6.64,18
15/02/2016,9482,7467,QV7,FZM7U,2.0,16.05,8.025,5.3225,6.665,72
15/02/2016,9276,7475,PA3,DJMIH,1.0,16.12,16.12,16.12,10.059999999999999,19
15/02/2016,3405,7479,29A,IFUHU,1.0,9.93,9.93,7.617142857142857,7.156666666666667,24
15/02/2016,7808,7483,C8Z,ERTYE,1.0,13.68,13.68,13.1625,10.516666666666666,23
16/02/2016,8146,7488,BR0,XEP2E,1.0,27.08,27.08,27.08,5.919999999999998,5
16/02/2016,7172,7496,QLB,CU1VE,1.0,7.86,7.86,7.515000000000001,5.77,5
16/02/2016,4756,7498,QLB,CU1VE,1.0,7.86,7.86,7.515000000000001,5.77,5
16/02/2016,3869,7513,R6E,DUV2Y,1.0,8.0,8.0,5.474166666666666,4.070000000000001,18
16/02/2016,6767,7526,FEW,F79YP,1.0,14.25,14.25,9.475,4.029999999999999,8
16/02/2016,3530,7528,6BZ,7TEA0,1.0,88.19,88.19,37.066,9.554999999999993,6
16/02/2016,3331,7579,29A,IFUHU,1.0,9.93,9.93,4.824999999999999,7.156666666666667,24
16/02/2016,795,7583,R6E,DUV2Y,1.0,8.0,8.0,5.474166666666666,4.070000000000001,18
16/02/2016,4905,7591,C8Z,520UE,1.0,7.68,7.68,11.193999999999999,5.463333333333335,17
16/02/2016,1085,7609,29A,PO1N6,1.0,6.55,6.55,4.824999999999999,6.64,18
16/02/2016,1548,7620,PA3,DJMIH,1.0,16.12,16.12,16.12,10.059999999999999,19
16/02/2016,3539,7646,FEW,F79YP,1.0,14.25,14.25,9.475,4.029999999999999,8
16/02/2016,1961,7655,C8Z,8KNYA,1.0,22.18,22.18,11.193999999999999,4.814999999999998,7
17/02/2016,3507,7661,R6E,0DCAY,1.0,19.0,19.0,12.022499999999999,13.820000000000002,22
17/02/2016,1003,7671,6BZ,7TEA0,3.0,264.56,88.18666666666667,39.93326388888889,9.554999999999993,6
17/02/2016,1003,7671,QV7,FZM7U,1.0,8.62,8.62,7.91,6.665,72
17/02/2016,2133,7695,2O0,UCK6F,1.0,9.93,9.93,9.93,6.789999999999999,13
17/02/2016,72,7701,C8Z,ERTYE,1.0,13.68,13.68,12.0275,10.516666666666666,23
17/02/2016,9628,7714,Q4N,PZOUM,1.0,14.8,14.8,10.57,6.815000000000001,6
17/02/2016,8201,7721,PA3,DJMIH,1.0,16.12,16.12,21.99333333333333,10.059999999999999,19
17/02/2016,4980,7728,QV7,FZM7U,1.0,7.2,7.2,7.91,6.665,72
17/02/2016,434,7729,29A,IFUHU,1.0,9.93,9.93,6.844166666666666,7.156666666666667,24
17/02/2016,2620,7733,06Z,C07LW,1.0,33.49,33.49,33.49,13.889999999999997,6
17/02/2016,8646,7756,0H2,CZUZX,1.0,6.35,6.35,6.263529411764705,6.535,13
17/02/2016,4316,7758,FEW,F79YP,1.0,14.25,14.25,8.3625,4.029999999999999,8
17/02/2016,9329,7763,0H2,LQ555,1.0,8.46,8.46,6.263529411764705,8.440000000000001,7
17/02/2016,8250,7791,29A,IFUHU,1.0,9.93,9.93,6.844166666666666,7.156666666666667,24
17/02/2016,1608,7823,01F,QMSAV,1.0,65.11,65.11,12.608823529411765,5.829999999999998,9
17/02/2016,4234,7832,29A,IFUHU,1.0,9.93,9.93,6.844166666666666,7.156666666666667,24
17/02/2016,8088,7836,QLB,CU1VE,1.0,7.86,7.86,7.3999999999999995,5.77,5
17/02/2016,4798,7838,ZX5,HV0P3,1.0,8.62,8.62,8.62,5.369999999999999,5
18/02/2016,4628,7853,Q4N,967JZ,1.0,12.43,12.43,12.700000000000001,6.89,20
18/02/2016,6305,7857,29A,IFUHU,1.0,9.93,9.93,7.5775,7.156666666666667,24
18/02/2016,1528,7866,PHK,SN48W,1.0,123.23,123.23,101.2975,42.045,9
18/02/2016,4600,7897,0H2,CZUZX,1.0,6.35,6.35,6.716666666666666,6.535,13
18/02/2016,832,7902,R6E,KS95Q,1.0,6.81,6.81,4.279999999999999,5.366666666666667,26
18/02/2016,5496,7917,01F,QMSAV,3.0,195.34,65.11333333333333,24.133148148148152,5.829999999999998,9
18/02/2016,7461,7926,FEW,F79YP,1.0,14.25,14.25,10.38875,4.029999999999999,8
18/02/2016,7216,7938,FEW,F79YP,1.0,14.25,14.25,10.38875,4.029999999999999,8
18/02/2016,4229,7979,0H2,CZUZX,1.0,6.35,6.35,6.716666666666666,6.535,13
18/02/2016,2490,7981,01F,9MLCO,2.0,127.5,63.75,24.133148148148152,4.465000000000003,7
18/02/2016,1478,7983,0H2,CZUZX,1.0,6.35,6.35,6.716666666666666,6.535,13
18/02/2016,709,7996,PBV,8B7KH,0.34,14.37,42.264705882352935,31.56712418300653,6.632727272727266,6
18/02/2016,1694,8021,C8Z,8KNYA,1.0,17.37,17.37,12.5475,4.814999999999998,7
19/02/2016,3051,8034,N5F,AEKO3,1.0,18.63,18.63,9.2975,4.079999999999998,5
19/02/2016,5366,8037,FEW,F79YP,1.0,14.25,14.25,7.775,4.029999999999999,8
19/02/2016,6600,8055,Z4O,GID11,1.0,30.06,30.06,23.12,5.830000000000002,5
19/02/2016,9253,8077,29A,IFUHU,1.0,9.93,9.93,6.516818181818182,7.156666666666667,24
19/02/2016,3338,8085,0H2,CZUZX,1.0,6.35,6.35,6.1245,6.535,13
19/02/2016,8191,8091,1L6,PQ5EZ,1.0,11.88,11.88,13.002500000000001,6.265000000000001,15
19/02/2016,2811,8122,Q4N,EGB8E,3.0,24.75,8.25,5.0375000000000005,5.01,11
19/02/2016,106,8153,0H2,CZUZX,1.0,6.35,6.35,6.1245,6.535,13
19/02/2016,7414,8176,0H2,LQ555,1.0,8.46,8.46,6.1245,8.440000000000001,7
19/02/2016,43,8203,R6E,KS95Q,1.0,6.81,6.81,7.3379166666666675,5.366666666666667,26
19/02/2016,5600,8204,29A,IFUHU,1.0,9.93,9.93,6.516818181818182,7.156666666666667,24
19/02/2016,5109,8207,29A,0PW5H,1.0,11.19,11.19,6.516818181818182,6.870000000000001,16
20/02/2016,7992,8225,Q4N,1RZSS,1.0,9.87,9.87,10.05125,9.85,5
20/02/2016,4426,8233,29A,IFUHU,1.0,9.93,9.93,5.914333333333333,7.156666666666667,24
20/02/2016,6192,8239,R6E,KS95Q,1.0,6.81,6.81,7.694374999999999,5.366666666666667,26
20/02/2016,4799,8245,1L6,PQ5EZ,1.0,11.88,11.88,50.178000000000004,6.265000000000001,15
20/02/2016,2422,8246,R6E,KS95Q,1.0,6.81,6.81,7.694374999999999,5.366666666666667,26
20/02/2016,2834,8253,QLB,CU1VE,1.0,8.05,8.05,8.05,5.77,5
20/02/2016,4084,8255,PA3,H15DO,1.0,31.12,31.12,29.12,15.57,8
20/02/2016,1840,8260,29A,IFUHU,1.0,9.93,9.93,5.914333333333333,7.156666666666667,24
20/02/2016,3230,8262,R6E,KS95Q,1.0,6.81,6.81,7.694374999999999,5.366666666666667,26
20/02/2016,5445,8267,0H2,CZUZX,1.0,6.35,6.35,6.7276923076923065,6.535,13
20/02/2016,3654,8312,R6E,KS95Q,1.0,6.81,6.81,7.694374999999999,5.366666666666667,26
20/02/2016,2234,8333,0H2,CZUZX,1.0,6.35,6.35,6.7276923076923065,6.535,13
20/02/2016,8998,8336,QV7,FZM7U,1.0,8.62,8.62,6.135,6.665,72
20/02/2016,3681,8340,29A,IFUHU,1.0,9.93,9.93,5.914333333333333,7.156666666666667,24
20/02/2016,8224,8342,R6E,KS95Q,1.0,6.81,6.81,7.694374999999999,5.366666666666667,26
20/02/2016,5029,8351,0H2,LQ555,1.0,8.46,8.46,6.7276923076923065,8.440000000000001,7
21/02/2016,3441,8364,C8Z,8KNYA,1.0,22.18,22.18,12.083333333333334,4.814999999999998,7
21/02/2016,7790,8372,R6E,KS95Q,1.0,6.81,6.81,4.242962962962962,5.366666666666667,26
21/02/2016,7692,8375,J4R,ZE55T,1.0,22.29,22.29,21.195,5.586666666666666,8
21/02/2016,30,8415,Q4N,F2HBX,1.0,8.37,8.37,7.242222222222221,5.670000000000001,19
21/02/2016,5314,8418,FEW,F79YP,1.0,14.25,14.25,9.342,4.029999999999999,8
21/02/2016,2886,8423,PA3,DJMIH,1.0,16.12,16.12,21.330000000000002,10.059999999999999,19
21/02/2016,4256,8432,0H2,CZUZX,1.0,6.35,6.35,6.0576923076923075,6.535,13
21/02/2016,2863,8438,0H2,CZUZX,1.0,6.35,6.35,6.0576923076923075,6.535,13
22/02/2016,7177,8467,Q4N,F2HBX,1.0,8.37,8.37,9.643636363636364,5.670000000000001,19
22/02/2016,7177,8467,R6E,DUV2Y,1.0,8.0,8.0,4.727777777777778,4.070000000000001,18
22/02/2016,7177,8467,R6E,KS95Q,1.0,6.81,6.81,4.727777777777778,5.366666666666667,26
22/02/2016,7177,8467,29A,IFUHU,1.0,9.93,9.93,7.450000000000001,7.156666666666667,24
22/02/2016,6389,8473,Q4N,EGB8E,1.0,12.38,12.38,9.643636363636364,5.01,11
22/02/2016,6518,8476,FEW,F79YP,1.0,14.25,14.25,11.411428571428571,4.029999999999999,8
22/02/2016,5496,8478,PHK,SN48W,2.0,246.47,123.235,73.6575,42.045,9
22/02/2016,1519,8481,C8Z,520UE,1.0,7.68,7.68,13.12857142857143,5.463333333333335,17
22/02/2016,4453,8492,C8Z,520UE,1.0,7.68,7.68,13.12857142857143,5.463333333333335,17
22/02/2016,520,8498,2O0,UCK6F,1.0,9.93,9.93,9.93,6.789999999999999,13
22/02/2016,5119,8501,C8Z,ERTYE,1.0,13.68,13.68,13.12857142857143,10.516666666666666,23
22/02/2016,394,8510,Q4N,967JZ,1.0,12.43,12.43,9.643636363636364,6.89,20
22/02/2016,8779,8521,Q4N,7Q5A4,2.0,18.62,9.31,9.643636363636364,8.680000000000001,5
22/02/2016,112,8528,8HU,9YGOS,1.0,26.59,26.59,13.57375,14.5,6
22/02/2016,3945,8541,XG4,JSLMY,1.0,8.98,8.98,5.2775,33.739999999999995,7
22/02/2016,8388,8562,PA3,DJMIH,1.0,16.12,16.12,16.12,10.059999999999999,19
22/02/2016,9049,8563,J4R,ZE55T,1.0,22.29,22.29,9.602,5.586666666666666,8
22/02/2016,815,8572,Q4N,967JZ,1.0,12.43,12.43,9.643636363636364,6.89,20
22/02/2016,3502,8578,0H2,CZUZX,1.0,6.35,6.35,6.248,6.535,13
22/02/2016,3502,8578,C8Z,ERTYE,1.0,13.68,13.68,13.12857142857143,10.516666666666666,23
22/02/2016,3611,8593,R6E,ZKKMF,1.0,7.44,7.44,4.727777777777778,5.970000000000001,9
22/02/2016,6384,8630,29A,IFUHU,1.0,9.93,9.93,7.450000000000001,7.156666666666667,24
23/02/2016,7447,8635,FEW,F79YP,1.0,14.25,14.25,10.5305,4.029999999999999,8
23/02/2016,2076,8637,PA3,DJMIH,1.0,16.12,16.12,16.12,10.059999999999999,19
23/02/2016,4323,8665,R6E,KS95Q,1.0,6.81,6.81,8.3825,5.366666666666667,26
23/02/2016,7484,8697,FEW,F79YP,1.0,14.25,14.25,10.5305,4.029999999999999,8
23/02/2016,777,8699,0H2,CZUZX,1.0,6.35,6.35,5.953846153846154,6.535,13
23/02/2016,2788,8738,C8Z,ERTYE,1.0,13.68,13.68,8.3975,10.516666666666666,23
23/02/2016,866,8752,Q4N,K67NA,1.0,23.25,23.25,10.982222222222223,6.140000000000001,5
23/02/2016,3074,8760,1TS,4VA7X,2.0,90.81,45.405,21.761666666666667,12.485,9
23/02/2016,6337,8762,R6E,DUV2Y,1.0,8.0,8.0,8.3825,4.070000000000001,18
23/02/2016,4409,8763,1L6,PQ5EZ,2.0,23.76,11.88,15.344999999999999,6.265000000000001,15
23/02/2016,8168,8830,EKM,ML051,2.0,64.12,32.06,10.053,7.930000000000003,10
24/02/2016,2927,8845,FEW,F79YP,1.0,14.25,14.25,12.44625,4.029999999999999,8
24/02/2016,3731,8853,FEW,F79YP,1.0,14.25,14.25,12.44625,4.029999999999999,8
24/02/2016,4158,8876,FEW,F79YP,1.0,14.25,14.25,12.44625,4.029999999999999,8
24/02/2016,5921,8882,PHK,SN48W,1.0,123.23,123.23,90.88666666666666,42.045,9
24/02/2016,2548,8902,FEW,F79YP,1.0,14.25,14.25,12.44625,4.029999999999999,8
24/02/2016,1685,8909,0H2,CZUZX,1.0,4.95,4.95,6.691249999999999,6.535,13
24/02/2016,5348,8926,PA3,H15DO,1.0,31.12,31.12,29.12,15.57,8
24/02/2016,6294,8934,C8Z,ERTYE,1.0,13.68,13.68,11.51375,10.516666666666666,23
24/02/2016,5953,8974,0H2,CZUZX,2.0,12.67,6.335,6.691249999999999,6.535,13
24/02/2016,5841,8976,0H2,LQ555,1.0,8.46,8.46,6.691249999999999,8.440000000000001,7
24/02/2016,3994,8979,QV7,S7DDX,2.0,30.38,15.19,6.262499999999999,9.47,6
24/02/2016,2935,8990,DGB,E03SR,1.0,35.37,35.37,31.52333333333333,10.639999999999997,5
24/02/2016,2935,8991,DGB,E03SR,1.0,28.3,28.3,31.52333333333333,10.639999999999997,5
24/02/2016,2935,8991,DGB,DS9Y6,1.0,30.9,30.9,31.52333333333333,10.639999999999997,5
24/02/2016,7500,8997,R6E,KS95Q,1.0,6.81,6.81,7.09,5.366666666666667,26
25/02/2016,5323,9024,2O0,TTXER,1.0,19.93,19.93,16.3,9.180000000000001,6
25/02/2016,1462,9025,29A,PO1N6,1.0,6.55,6.55,4.665,6.64,18
25/02/2016,153,9036,PA3,W45SJ,1.0,22.62,22.62,22.62,4.375,7
25/02/2016,5091,9055,C8Z,520UE,1.0,7.68,7.68,7.958,5.463333333333335,17
25/02/2016,2653,9077,FQC,84E6A,1.0,9.93,9.93,11.52,5.03,5
25/02/2016,6746,9098,29A,PO1N6,1.0,6.55,6.55,4.665,6.64,18
25/02/2016,7335,9101,FQC,MLAK3,1.0,13.11,13.11,11.52,15.305,5
25/02/2016,8513,9126,Q4N,EGB8E,3.0,24.75,8.25,9.375714285714285,5.01,11
25/02/2016,1756,9134,QCG,DJ7YG,1.0,12.18,12.18,11.92909090909091,4.48,5
25/02/2016,160,9140,FEW,F79YP,1.0,14.25,14.25,7.335000000000001,4.029999999999999,8
25/02/2016,2135,9147,0H2,CZUZX,1.0,6.35,6.35,5.766363636363637,6.535,13
25/02/2016,5071,9201,1L6,PQ5EZ,1.0,11.88,11.88,9.350000000000001,6.265000000000001,15
26/02/2016,6905,9212,R6E,KS95Q,1.0,6.81,6.81,3.9649999999999994,5.366666666666667,26
26/02/2016,3871,9226,N8U,GWGFZ,1.0,4.5,4.5,3.6213636363636366,4.825,5
26/02/2016,2478,9230,FEW,F79YP,1.0,14.25,14.25,11.31,4.029999999999999,8
26/02/2016,2478,9230,7C6,29GV1,3.0,86.61,28.87,16.64,5.59,5
26/02/2016,4505,9272,29A,0PW5H,1.0,11.19,11.19,7.643333333333332,6.870000000000001,16
26/02/2016,2224,9279,C8Z,520UE,1.0,7.68,7.68,13.013333333333334,5.463333333333335,17
26/02/2016,7085,9286,29A,0PW5H,1.0,11.19,11.19,7.643333333333332,6.870000000000001,16
26/02/2016,3802,9291,FEW,F79YP,1.0,14.25,14.25,11.31,4.029999999999999,8
26/02/2016,3945,9318,XG4,JSLMY,2.0,19.09,9.545,5.107857142857142,33.739999999999995,7
26/02/2016,6195,9323,6BZ,GA7VI,1.0,99.41,99.41,55.4907142857143,4.820000000000007,8
26/02/2016,7957,9330,01F,9MLCO,2.0,127.5,63.75,14.357962962962963,4.465000000000003,7
26/02/2016,5742,9335,C8Z,8KNYA,1.0,22.18,22.18,13.013333333333334,4.814999999999998,7
26/02/2016,5100,9348,Q4N,EGB8E,3.0,24.75,8.25,8.091249999999999,5.01,11
26/02/2016,1750,9350,LGI,2EA1M,1.0,8.69,8.69,11.184999999999999,5.66,12
26/02/2016,7767,9374,PBV,8B7KH,1.0,42.27,42.27,42.27,6.632727272727266,6
26/02/2016,4545,9378,0H2,CZUZX,1.0,6.35,6.35,6.554615384615384,6.535,13
26/02/2016,2103,9382,R6E,DUV2Y,1.0,8.0,8.0,3.9649999999999994,4.070000000000001,18
26/02/2016,3949,9396,1L6,PQ5EZ,1.0,11.88,11.88,18.625,6.265000000000001,15
27/02/2016,6192,9414,0H2,CZUZX,1.0,6.35,6.35,6.405833333333333,6.535,13
27/02/2016,7431,9415,2ML,3483Q,1.0,7.43,7.43,6.406666666666666,7.41,8
27/02/2016,64,9416,6BZ,7TEA0,2.0,176.37,88.185,63.650000000000006,9.554999999999993,6
27/02/2016,8514,9418,2O0,UCK6F,1.0,9.93,9.93,9.93,6.789999999999999,13
27/02/2016,3279,9427,QV7,FZM7U,1.0,7.63,7.63,7.471666666666667,6.665,72
27/02/2016,5123,9436,FEW,F79YP,1.0,14.25,14.25,10.385714285714288,4.029999999999999,8
27/02/2016,4586,9438,0H2,CZUZX,1.0,6.35,6.35,6.405833333333333,6.535,13
27/02/2016,512,9451,Q4N,LKDTY,1.0,8.69,8.69,6.794,4.93,10
27/02/2016,1940,9458,R6E,DUV2Y,1.0,8.0,8.0,4.564285714285714,4.070000000000001,18
27/02/2016,2347,9466,FEW,F79YP,1.0,14.25,14.25,10.385714285714288,4.029999999999999,8
27/02/2016,3586,9468,29A,IFUHU,1.0,9.93,9.93,7.313749999999999,7.156666666666667,24
27/02/2016,3970,9477,29A,PO1N6,1.0,6.55,6.55,7.313749999999999,6.64,18
27/02/2016,6337,9481,QV7,S7DDX,1.0,24.66,24.66,7.471666666666667,9.47,6
27/02/2016,5998,9482,QLB,CU1VE,1.0,8.05,8.05,8.05,5.77,5
27/02/2016,5049,9503,N5F,AEKO3,1.0,18.63,18.63,8.15,4.079999999999998,5
27/02/2016,1488,9504,QLB,CU1VE,1.0,8.05,8.05,8.05,5.77,5
27/02/2016,8041,9507,29A,IFUHU,1.0,9.93,9.93,7.313749999999999,7.156666666666667,24
27/02/2016,5920,9515,PA3,W45SJ,1.0,22.62,22.62,23.49666666666667,4.375,7
27/02/2016,6594,9516,29A,758FK,1.0,8.69,8.69,7.313749999999999,4.41,8
27/02/2016,61,9525,QV7,FZM7U,1.0,5.61,5.61,7.471666666666667,6.665,72
27/02/2016,4269,9537,0H2,LQ555,1.0,8.46,8.46,6.405833333333333,8.440000000000001,7
27/02/2016,2682,9541,R6E,KS95Q,1.0,6.81,6.81,4.564285714285714,5.366666666666667,26
28/02/2016,3344,9564,2O0,UCK6F,2.0,19.88,9.94,9.94,6.789999999999999,13
28/02/2016,4425,9578,FEW,F79YP,1.0,14.25,14.25,8.795,4.029999999999999,8
28/02/2016,3928,9589,06Z,C07LW,1.0,33.49,33.49,33.49,13.889999999999997,6
28/02/2016,8381,9592,29A,IFUHU,1.0,9.93,9.93,5.531666666666667,7.156666666666667,24
28/02/2016,8163,9593,29A,IFUHU,1.0,9.93,9.93,5.531666666666667,7.156666666666667,24
28/02/2016,297,9607,R6E,DUV2Y,1.0,8.0,8.0,9.498214285714287,4.070000000000001,18
28/02/2016,1177,9621,0H2,CZUZX,1.0,6.35,6.35,5.678999999999999,6.535,13
28/02/2016,4310,9624,N5F,AEKO3,1.0,18.63,18.63,11.563333333333333,4.079999999999998,5
28/02/2016,9179,9628,PA3,W45SJ,1.0,22.62,22.62,22.62,4.375,7
28/02/2016,4446,9630,0H2,CZUZX,1.0,6.35,6.35,5.678999999999999,6.535,13
28/02/2016,274,9639,R6E,4Z2VP,1.0,9.93,9.93,9.498214285714287,6.909999999999999,8
29/02/2016,5214,9668,LPF,BOH1U,1.0,26.09,26.09,11.181502525252524,4.399999999999999,5
29/02/2016,7484,9675,FEW,F79YP,1.0,14.25,14.25,9.621,4.029999999999999,8
29/02/2016,1787,9679,Q4N,F2HBX,1.0,8.37,8.37,6.231999999999999,5.670000000000001,19
29/02/2016,4060,9694,DJI,6T54B,1.0,31.24,31.24,24.046,7.629999999999999,9
29/02/2016,9309,9706,0H2,CZUZX,1.0,6.35,6.35,6.265,6.535,13
29/02/2016,889,9731,FEW,F79YP,1.0,14.25,14.25,9.621,4.029999999999999,8
29/02/2016,4792,9764,2O0,UCK6F,1.0,9.93,9.93,9.93,6.789999999999999,13
29/02/2016,5970,9770,FEW,F79YP,1.0,14.25,14.25,9.621,4.029999999999999,8
29/02/2016,8157,9780,QV7,FZM7U,1.0,9.68,9.68,9.68,6.665,72
29/02/2016,6696,9784,DJI,6T54B,1.0,31.24,31.24,24.046,7.629999999999999,9
29/02/2016,1665,9785,DJI,6T54B,1.0,24.45,24.45,24.046,7.629999999999999,9
29/02/2016,1971,9795,0H2,CZUZX,1.0,6.35,6.35,6.265,6.535,13
29/02/2016,2965,9796,C8Z,520UE,1.0,7.68,7.68,12.1725,5.463333333333335,17
29/02/2016,2073,9805,0H2,CZUZX,1.0,6.35,6.35,6.265,6.535,13
01/03/2016,4185,9845,Q4N,F2HBX,2.0,9.62,4.81,8.497142857142856,5.670000000000001,19
01/03/2016,4185,9845,29A,758FK,1.0,8.69,8.69,6.4225,4.41,8
01/03/2016,2508,9882,1L6,PQ5EZ,1.0,9.93,9.93,10.905000000000001,6.265000000000001,15
01/03/2016,3550,9897,J4R,ZE55T,1.0,21.34,21.34,11.638333333333334,5.586666666666666,8
01/03/2016,8853,9901,0H2,CZUZX,1.0,6.35,6.35,6.353888888888889,6.535,13
01/03/2016,4860,9922,ZX5,HV0P3,1.0,8.62,8.62,8.62,5.369999999999999,5
01/03/2016,3945,9923,XG4,JSLMY,2.0,17.97,8.985,4.890833333333333,33.739999999999995,7
01/03/2016,1670,9925,DJI,6T54B,1.0,24.45,24.45,20.34,7.629999999999999,9
01/03/2016,4411,9937,Q4N,967JZ,1.0,12.43,12.43,8.497142857142856,6.89,20
01/03/2016,8823,9952,29A,0PW5H,1.0,11.19,11.19,6.4225,6.870000000000001,16
01/03/2016,245,9956,C8Z,520UE,1.0,9.06,9.06,13.6225,5.463333333333335,17
01/03/2016,1870,9975,C8Z,8KNYA,1.0,22.18,22.18,13.6225,4.814999999999998,7
01/03/2016,2592,9985,29A,0PW5H,1.0,11.19,11.19,6.4225,6.870000000000001,16
02/03/2016,3546,10004,FEW,F79YP,1.0,14.25,14.25,9.198,4.029999999999999,8
02/03/2016,386,10005,2O0,UCK6F,2.0,11.18,5.59,7.64,6.789999999999999,13
02/03/2016,9105,10021,29A,PO1N6,3.0,14.88,4.96,6.997407407407408,6.64,18
02/03/2016,530,10045,R6E,KS95Q,1.0,6.87,6.87,5.351111111111112,5.366666666666667,26
02/03/2016,767,10062,QV7,FZM7U,1.0,8.62,8.62,7.535,6.665,72
02/03/2016,3803,10065,Q4N,PZOUM,1.0,14.8,14.8,11.633888888888889,6.815000000000001,6
02/03/2016,7245,10066,Q4N,967JZ,1.0,12.43,12.43,11.633888888888889,6.89,20
02/03/2016,1103,10070,29A,IFUHU,1.0,11.19,11.19,6.997407407407408,7.156666666666667,24
02/03/2016,1685,10071,DJI,6T54B,1.0,24.45,24.45,24.314999999999998,7.629999999999999,9
02/03/2016,5903,10073,PBV,NHSIQ,1.0,44.04,44.04,46.89,6.737076648841352,9
02/03/2016,3424,10085,QV7,FZM7U,1.0,6.45,6.45,7.535,6.665,72
02/03/2016,1577,10145,R6E,DUV2Y,1.0,8.0,8.0,5.351111111111112,4.070000000000001,18
02/03/2016,2029,10154,0H2,CZUZX,1.0,6.35,6.35,6.580000000000001,6.535,13
02/03/2016,1703,10159,FEW,KZ80B,1.0,6.07,6.07,9.198,4.700000000000001,6
02/03/2016,3728,10168,SIM,77SUN,1.0,31.56,31.56,31.56,7.879999999999999,6
03/03/2016,599,10176,0H2,CZUZX,1.0,6.35,6.35,6.6225,6.535,13
03/03/2016,2478,10190,7C6,29GV1,1.0,28.88,28.88,16.128333333333334,5.59,5
03/03/2016,3624,10191,BR0,XEP2E,1.0,27.08,27.08,18.26,5.919999999999998,5
03/03/2016,3117,10193,R6E,0DCAY,1.0,19.88,19.88,6.751333333333334,13.820000000000002,22
03/03/2016,5625,10207,R6E,KS95Q,1.0,6.87,6.87,6.751333333333334,5.366666666666667,26
03/03/2016,3011,10221,SJS,WMIC0,3.0,215.5,71.83333333333333,42.14583333333333,7.1200000000000045,7
03/03/2016,3945,10261,XG4,JSLMY,2.0,19.09,9.545,4.6040909090909095,33.739999999999995,7
03/03/2016,3735,10266,Q4N,K67NA,1.0,23.25,23.25,12.765454545454547,6.140000000000001,5
03/03/2016,7171,10300,PBV,55TC6,0.66,25.92,39.27272727272727,37.03030303030303,6.450980392156872,7
03/03/2016,5169,10304,R6E,DUV2Y,1.0,8.0,8.0,6.751333333333334,4.070000000000001,18
03/03/2016,5169,10304,1L6,PQ5EZ,1.0,9.93,9.93,13.025,6.265000000000001,15
03/03/2016,5169,10304,PA3,DJMIH,1.0,16.12,16.12,16.58666666666667,10.059999999999999,19
03/03/2016,2714,10323,0H2,CZUZX,1.0,6.35,6.35,6.6225,6.535,13
03/03/2016,4612,10324,C3R,YT4PJ,1.0,18.25,18.25,18.25,4.410000000000002,5
03/03/2016,6615,10329,29A,PO1N6,1.0,7.44,7.44,5.24,6.64,18
03/03/2016,1126,10334,Q4N,B82LD,1.0,10.44,10.44,12.765454545454547,6.290000000000001,10
03/03/2016,8832,10335,Q4N,967JZ,1.0,12.43,12.43,12.765454545454547,6.89,20
03/03/2016,5071,10341,R6E,DUV2Y,1.0,8.0,8.0,6.751333333333334,4.070000000000001,18
04/03/2016,4545,10355,1L6,PQ5EZ,1.0,9.93,9.93,53.66250000000001,6.265000000000001,15
04/03/2016,6303,10359,29A,PO1N6,1.0,7.44,7.44,7.461111111111112,6.64,18
04/03/2016,5367,10363,29A,PO1N6,1.0,7.44,7.44,7.461111111111112,6.64,18
04/03/2016,6433,10371,0H2,CZUZX,1.0,6.35,6.35,6.747999999999999,6.535,13
04/03/2016,8591,10375,1L6,PQ5EZ,1.0,9.93,9.93,53.66250000000001,6.265000000000001,15
04/03/2016,8154,10380,FEW,F79YP,1.0,14.25,14.25,12.8275,4.029999999999999,8
04/03/2016,3666,10390,0H2,CZUZX,1.0,6.35,6.35,6.747999999999999,6.535,13
04/03/2016,9568,10399,LPF,BOH1U,1.0,25.47,25.47,17.60928571428571,4.399999999999999,5
04/03/2016,8503,10400,29A,PO1N6,3.0,14.88,4.96,7.461111111111112,6.64,18
